,Factor_1,Factor_2,Factor_3
66,0.007157834832427298,0.001586675489389538,-0.0016761007899150178
67,-0.015922158847855857,0.0027041055920626325,0.005291992449175446
68,,0.004463334359795243,0.009241106957635746
69,0.009336605439721427,-0.018127021751499165,-0.0012461801725822106
70,-0.0016964534184247834,-0.0045996952500503155,0.008565337952186948
71,0.01626720776302838,-0.009244696239819246,-0.001559941952968717
72,0.004249975137707833,-0.007795514073297668,-0.0211653617655955
73,-0.0021506302571862083,-0.01104090709322169,-0.019384589545584346
74,0.00901897030868351,0.016354812902815936,0.005289262473107065
75,0.004159639271163777,0.004340830146473118,-0.0007760796518294945
76,0.004491689917803278,-0.0013130190748240837,-0.007509349820524425
77,0.0127765178536808,0.00748761552370252,0.026572730491141755
78,-0.008186072750797137,-0.014451511612028236,0.013417631912731983
79,-0.001051895555239141,0.013567872450534693,0.02014014092532142
80,-0.01372629648387735,-0.008574284009369552,-0.016812884503233295
81,-0.0015059865418995213,-0.007210639967808063,-0.01940882428190563
82,0.0009990505958835168,0.012818364449277099,-0.00970079401405339
83,0.012453765494403331,0.006968713741003972,-0.000645520189575339
84,-0.010578403249801036,-0.004692222763041775,0.02128395482538144
85,-0.003892407948042351,0.005696129372942311,-0.0027429946342163035
86,-0.01098416857661531,0.006897208619605294,0.016492482418776502
87,0.010651326411898605,0.016090449758864794,
88,-2.5570952050011988e-05,0.005276804771962434,-0.0022262125908943044
89,-0.0049148501998831605,-0.01593839508519545,0.010183730960488082
90,0.0004968521593657181,-0.016018487535878922,-0.01818410706614237
91,0.017716566677923828,0.010756032832132407,0.0038340280074718575
92,-0.014669974599531602,-0.00264781762781015,-0.010320790120116094
93,-0.0036443508054058897,-0.0021687421093048464,-0.007252820469086563
94,-0.013937694505355664,0.0073870531779459386,0.0024934693561308465
95,0.005485517784032251,0.011348981993525426,0.011029474030487232
96,0.016632302337974796,0.009258661960884993,0.0045911594618489125
97,-0.00412345448289864,-0.012897313485426965,0.005902590078870355
98,,0.019976262903838294,-0.005045529733467955
99,0.0028007849978719914,0.0028466415263569333,-0.014732338804915724
